FinancialYear,Description,Quantity,UnitPrice,TotalPrice,ProductType,CustomerName,Date,UnitofMeasure,Supplier,CATNo,ProductGroup,Region,SalesPersonCode,CusType
2017-2018,CRPCALIBRATIONSET,1,17855,17855,CON,TEACHINGHOSPITAL-COLOMBOSOUTH,7/10/2017,PACK,THERMOELECTRONOY,981674,BIOCHEMISTRY,MED-REGION09,MED_BD,GVT
2017-2018,CRPCONTROLHIGH,1,26955,26955,CON,TEACHINGHOSPITAL-COLOMBOSOUTH,7/10/2017,PACK,THERMOELECTRONOY,981679,BIOCHEMISTRY,MED-REGION09,MED_BD,GVT
2017-2018,CRP,6,38391.5043,230349.03,CON,TEACHINGHOSPITAL-COLOMBOSOUTH,7/10/2017,PACK,THERMOELECTRONOY,981699,BIOCHEMISTRY,MED-REGION09,MED_BD,GVT
2017-2018,CALCIUM8x20ML,2,8937.2522,17874.5,CON,TEACHINGHOSPITAL-COLOMBOSOUTH,7/10/2017,PACK,THERMOELECTRONOY,981772,BIOCHEMISTRY,MED-REGION09,MED_BD,GVT
2017-2018,URICACID(AOX)8x20ML,2,9534.8783,19069.76,CON,TEACHINGHOSPITAL-COLOMBOSOUTH,7/10/2017,PACK,THERMOELECTRONOY,981788,BIOCHEMISTRY,MED-REGION09,MED_BD,GVT
2017-2018,BILIRUBINTOTAL(NBD)4X60ml,2,17904.2522,35808.5,CON,TEACHINGHOSPITAL-COLOMBOSOUTH,7/10/2017,PACK,THERMOELECTRONOY,981793,BIOCHEMISTRY,MED-REGION09,MED_BD,GVT
2017-2018,UTROLHIGH5X10ML,1,19093,19093,CON,TEACHINGHOSPITAL-COLOMBOSOUTH,7/10/2017,PACK,THERMOELECTRONOY,981822,BIOCHEMISTRY,MED-REGION09,MED_BD,GVT
2017-2018,TOTALPROTEINPLUS*10x60ML,1,9302.1304,9302.13,CON,TEACHINGHOSPITAL-COLOMBOSOUTH,7/10/2017,PACK,THERMOELECTRONOY,981826,BIOCHEMISTRY,MED-REGION09,MED_BD,GVT
2017-2018,CK-IFCC2X25ML,4,15516.3826,62065.53,CON,TEACHINGHOSPITAL-COLOMBOSOUTH,7/10/2017,PACK,THERMOELECTRONOY,981829,BIOCHEMISTRY,MED-REGION09,MED_BD,GVT
2017-2018,ECAL3MLX5,1,11706,11706,CON,TEACHINGHOSPITAL-COLOMBOSOUTH,7/10/2017,PACK,THERMOELECTRONOY,981830,BIOCHEMISTRY,MED-REGION09,MED_BD,GVT
2017-2018,SCAL3MLX10,1,11630,11630,CON,TEACHINGHOSPITAL-COLOMBOSOUTH,7/10/2017,PACK,THERMOELECTRONOY,981831,BIOCHEMISTRY,MED-REGION09,MED_BD,GVT
2017-2018,ALP(IFCC)PLUS10X20ML,3,8007.1304,24021.39,CON,TEACHINGHOSPITAL-COLOMBOSOUTH,7/10/2017,PACK,THERMOELECTRONOY,981833,BIOCHEMISTRY,MED-REGION09,MED_BD,GVT
2017-2018,WASHFLUID8x20ML,1,7101.7391,7101.74,CON,TEACHINGHOSPITAL-COLOMBOSOUTH,7/10/2017,PACK,THERMOELECTRONOY,981842,BIOCHEMISTRY,MED-REGION09,MED_BD,GVT
2017-2018,MAGNESIUM12*20ML,1,5934.2522,5934.25,CON,TEACHINGHOSPITAL-COLOMBOSOUTH,7/10/2017,PACK,THERMOELECTRONOY,981884,BIOCHEMISTRY,MED-REGION09,MED_BD,GVT
2017-2018,BILIRUBINDIRECT20*4ML,3,7323.7478,21971.24,CON,TEACHINGHOSPITAL-COLOMBOSOUTH,7/10/2017,PACK,THERMOELECTRONOY,981892,BIOCHEMISTRY,MED-REGION09,MED_BD,GVT
2017-2018,SELECTIONLOW,2,6600,13200,CON,TEACHINGHOSPITAL-COLOMBOSOUTH,7/12/2017,PACK,THERMOELECTRONOY,981059,BIOCHEMISTRY,MED-REGION09,MED_BD,GVT
2017-2018,SELECTIONHIGH,2,6600,13200,CON,TEACHINGHOSPITAL-COLOMBOSOUTH,7/12/2017,PACK,THERMOELECTRONOY,981094,BIOCHEMISTRY,MED-REGION09,MED_BD,GVT
2017-2018,ISEPRIMESERUM10x5ML,1,9411,9411,CON,TEACHINGHOSPITAL-COLOMBOSOUTH,7/12/2017,PACK,THERMOELECTRONOY,981990,BIOCHEMISTRY,MED-REGION09,MED_BD,GVT
2017-2018,CALCIUMARSENAZOIII,3,10436.25,31308.75,CON,SRIJAYAWARDENAPURAGENERALHOSPITAL-NUGEGODA,7/12/2017,PACK,BIOLABOSAS,90004,BIOCHEMISTRY,MED-REGION09,MED_BD,GVT
2017-2018,CHOLESTEROLCHOD-PAPLIQUIDREADYTOUSE2X100ML,1,9305.4,9305.4,CON,SRIJAYAWARDENAPURAGENERALHOSPITAL-NUGEGODA,7/12/2017,PACK,BIOLABOSAS,LP80106,BIOCHEMISTRY,MED-REGION09,MED_BD,GVT
2017-2018,HDL-CHOLESTEROLDIRECTMETHOD400-500TEST,8,55955.86,447646.88,CON,COLOMBOMUNICIPALCOUNCIL,7/12/2017,PACK,BIOLABOSAS,90406,BIOCHEMISTRY,MED-REGION09,MED_BD,GVT
2017-2018,TRIGLYCERIDESGPO2X50ML,70,10084.02,705881.4,CON,COLOMBOMUNICIPALCOUNCIL,7/12/2017,PACK,BIOLABOSAS,80019,BIOCHEMISTRY,MED-REGION09,MED_BD,GVT
2017-2018,ULTRASENSIBLEPROTEIN(UrinaryProtein)2X125ML,1,35237.4087,35237.41,CON,DISTRICTGENERALHOSPITAL-KILINOCHCHI,7/11/2017,PACK,BIOLABOSAS,97016,BIOCHEMISTRY,MED-REGION07,MED_JA,GVT
2017-2018,TUBES/CABSFORCONTROLS,15,231.69,3475.35,CON,TEACHINGHOSPITAL-JAFFNA,7/11/2017,PCS,PARCTECHNOLOGIQUELEONARDDEVINCI(SEBIA),9205,BIOCHEMISTRY,MED-REGION07,MED_JA,GVT
2017-2018,"FLUIDPACK,AVL9180/9181/GEMLYTE",10,25024.8087,250248.09,CON,DISTRICTGENERALHOSPITAL-KILINOCHCHI,7/11/2017,PACK,DIAMONDDIAGNOSTICSINC.,AV-BP5186D,BIOCHEMISTRY,MED-REGION07,MED_JA,GVT
2017-2018,ALBUMIN2X200ML,3,4551.24,13653.72,CON,REGIONALDIRECTOROFHEALTHSERVICES-JAFFNA,7/11/2017,PACK,BIOLABOSAS,80002,BIOCHEMISTRY,MED-REGION07,MED_JA,GVT
2017-2018,TRIGLYCERIDESGPO2X50ML,2,8393.38,16786.76,CON,REGIONALDIRECTOROFHEALTHSERVICES-JAFFNA,7/11/2017,PACK,BIOLABOSAS,80019,BIOCHEMISTRY,MED-REGION07,MED_JA,GVT
2017-2018,AST/GOT(IFCC.)SINGALVIAL20X10mL,4,15601.69,62406.76,CON,REGIONALDIRECTOROFHEALTHSERVICES-JAFFNA,7/11/2017,PACK,BIOLABOSAS,80025,BIOCHEMISTRY,MED-REGION07,MED_JA,GVT
2017-2018,ALT/GPT(IFCC.)SINGALVIAL20X10mL,4,15601.69,62406.76,CON,REGIONALDIRECTOROFHEALTHSERVICES-JAFFNA,7/11/2017,PACK,BIOLABOSAS,80027,BIOCHEMISTRY,MED-REGION07,MED_JA,GVT
2017-2018,CHOLESTEROLCHOD-PAP2X100ML,1,8727.56,8727.56,CON,REGIONALDIRECTOROFHEALTHSERVICES-JAFFNA,7/11/2017,PACK,BIOLABOSAS,80106,BIOCHEMISTRY,MED-REGION07,MED_JA,GVT
2017-2018,CREATININE(KINETIC)2X125mL,3,6608.43,19825.29,CON,REGIONALDIRECTOROFHEALTHSERVICES-JAFFNA,7/11/2017,PACK,BIOLABOSAS,80107,BIOCHEMISTRY,MED-REGION07,MED_JA,GVT
2017-2018,TOTAL&DIRECTBILIRUBIN(DMSO)2X200ML,4,12680.55,50722.2,CON,REGIONALDIRECTOROFHEALTHSERVICES-JAFFNA,7/11/2017,PACK,BIOLABOSAS,80403,BIOCHEMISTRY,MED-REGION07,MED_JA,GVT
2017-2018,HDL-CHOLESTEROLDIRECTMETHOD200-250TEST,1,30668.12,30668.12,CON,REGIONALDIRECTOROFHEALTHSERVICES-JAFFNA,7/11/2017,PACK,BIOLABOSAS,90206,COAGULATION,MED-REGION07,MED_JA,GVT
2017-2018,ALKALINEPHOSPHATASE(OPTIMISEDGKC)8X30mL,3,14501.37,43504.11,CON,REGIONALDIRECTOROFHEALTHSERVICES-JAFFNA,7/11/2017,PACK,BIOLABOSAS,92214,BIOCHEMISTRY,MED-REGION07,MED_JA,GVT
2017-2018,BIOLABOEXATROL-N(NORMALLEVEL)10X5ML,1,18583.14,18583.14,CON,REGIONALDIRECTOROFHEALTHSERVICES-JAFFNA,7/11/2017,PACK,BIOLABOSAS,95010,BIOCHEMISTRY,MED-REGION07,MED_JA,GVT
2017-2018,BIOLABOEXATROL-P(PATHOLOGICALLEVEL)10X5ML,1,20017.63,20017.63,CON,REGIONALDIRECTOROFHEALTHSERVICES-JAFFNA,7/11/2017,PACK,BIOLABOSAS,95011,BIOCHEMISTRY,MED-REGION07,MED_JA,GVT
2017-2018,MULTICALIBRATOR10X5ML,1,29933.53,29933.53,CON,REGIONALDIRECTOROFHEALTHSERVICES-JAFFNA,7/11/2017,PACK,BIOLABOSAS,95015,BIOCHEMISTRY,MED-REGION07,MED_JA,GVT
2017-2018,UREAU.V.HIGHLINEARITYKINETICMETHOD8x30ML,1,24479,24479,CON,REGIONALDIRECTOROFHEALTHSERVICES-JAFFNA,7/11/2017,PACK,BIOLABOSAS,99032,BIOCHEMISTRY,MED-REGION07,MED_JA,GVT
2017-2018,BIOLABOCRPcontrolhigh1x1ml,1,1700,1700,CON,REGIONALDIRECTOROFHEALTHSERVICES-JAFFNA,7/11/2017,PACK,BIOLABOSAS,CRP/CONT_H1,BIOCHEMISTRY,MED-REGION07,MED_JA,GVT
2017-2018,BIOLABOCRPLOWCONTROL1X1ML,1,1700,1700,CON,REGIONALDIRECTOROFHEALTHSERVICES-JAFFNA,7/11/2017,PACK,BIOLABOSAS,CRP/CONT_L1,BIOCHEMISTRY,MED-REGION07,MED_JA,GVT
2017-2018,CRP-immunoturbidimetrytest1x10ml+6x20ml,2,21900,43800,CON,REGIONALDIRECTOROFHEALTHSERVICES-JAFFNA,7/11/2017,PACK,BIOLABOSAS,CRP620E,BIOCHEMISTRY,MED-REGION07,MED_JA,GVT
2017-2018,TOTALPROTEINBIURETMETHODREADYTOUSE1X200,5,8191,40955,CON,REGIONALDIRECTOROFHEALTHSERVICES-JAFFNA,7/11/2017,PACK,BIOLABOSAS,LP87016,BIOCHEMISTRY,MED-REGION07,MED_JA,GVT
2017-2018,AMYLASEPNPG720X3ML,2,17429.03,34858.06,CON,REGIONALDIRECTOROFHEALTHSERVICES-JAFFNA,7/11/2017,PACK,BIOLABOSAS,80023,BIOCHEMISTRY,MED-REGION07,MED_JA,GVT
2017-2018,URICACID(URICASE)6X30ML,1,8916.64,8916.64,CON,REGIONALDIRECTOROFHEALTHSERVICES-JAFFNA,7/11/2017,PACK,BIOLABOSAS,80351,BIOCHEMISTRY,MED-REGION07,MED_JA,GVT
2017-2018,GAMMAGT10X10ML,1,16763.95,16763.95,CON,REGIONALDIRECTOROFHEALTHSERVICES-JAFFNA,7/11/2017,PACK,BIOLABOSAS,81210,BIOCHEMISTRY,MED-REGION07,MED_JA,GVT
2017-2018,KF+NA2EDTAFOR2.5MLOFBLOODINTESTTUBE12X86,5000,7.14,35700,CON,GENERALHOSPITAL-KALUTARA,7/11/2017,PCS,VACUTESTKIMAS.R.L.,18506,BIOCHEMISTRY,MED-REGION11,MED_KR,GVT
2017-2018,"HAEMATOCRITTUBEHEPARINISED,100Nos100Nos",40,550,22000,CON,GENERALHOSPITAL-KALUTARA,7/11/2017,PCS,INTERLABLABORATUARURUNLERISAN.TIC.A.S.,088.02.001,GENERALLABORATORY,MED-REGION11,MED_KR,GVT
2017-2018,BS-200REACTIONCUVEETTE1000PCS,13,41697,542061,CON,REGIONALDIRECTOROFHEALTHSERVICES-ANURADHAPURA,7/11/2017,PACK,BIOMEDICA(PVT)LTD,BA31-30-41635,BIOCHEMISTRY,MED-REGION05,MED_UJ,GVT
2017-2018,BACT/ALARTPF(100BOTTLES),2,46035.9,92071.8,CON,GENERALHOSPITAL-HAMBANTOTA,7/12/2017,PACK,BIOMERIEUXSA,259794,MICROBIOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,VIDASTSH360TEST,5,31227.6,156138,CON,GENERALHOSPITAL-MATARA,7/12/2017,PACK,BIOMERIEUXSA,30441,IMMUNOLOGY,MED-REGION02,MED_DK,GVT
2017-2018,"FLUIDPACK,AVL9180/9181/GEMLYTE",30,23605,708150,CON,TEACHINGHOSPITAL-KURUNEGALA,7/11/2017,PACK,DIAMONDDIAGNOSTICSINC.,AV-BP5186D,BIOCHEMISTRY,MED-REGION01,MED_AD,GVT
2017-2018,CAPILLARYSHEMOGLOBIN(E),5,241508.33,1207541.65,CON,TEACHINGHOSPITAL-KURUNEGALA,7/11/2017,PCS,PARCTECHNOLOGIQUELEONARDDEVINCI(SEBIA),2007,BIOCHEMISTRY,MED-REGION01,MED_AD,GVT
2017-2018,CONTROLEHBA2NORMAL(5*1ML),1,95575.09,95575.09,CON,TEACHINGHOSPITAL-KURUNEGALA,7/11/2017,PACK,PARCTECHNOLOGIQUELEONARDDEVINCI(SEBIA),4778,BIOCHEMISTRY,MED-REGION01,MED_AD,GVT
2017-2018,HDL-CHOLESTEROLDIRECTMETHOD400-500TEST,8,55955.8609,447646.89,CON,PROVINCIALDIRECTOROFHEALTHSERVICES-KURUNEGALA,7/11/2017,PACK,BIOLABOSAS,90406,BIOCHEMISTRY,MED-REGION01,MED_AD,GVT
2017-2018,ALBUMIN2X200ML,4,5640.6783,22562.71,CON,BASEHOSPITAL-KALMUNAI,7/6/2017,PACK,BIOLABOSAS,80002,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,TRIGLYCERIDESGPO2X50ML,5,10403.0696,52015.35,CON,BASEHOSPITAL-KALMUNAI,7/6/2017,PACK,BIOLABOSAS,80019,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,AMYLASEPNPG720X3ML,1,21602.5913,21602.59,CON,BASEHOSPITAL-KALMUNAI,7/6/2017,PACK,BIOLABOSAS,80023,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,AST/GOT(IFCC.)SINGALVIAL20X10mL,5,19335.0522,96675.26,CON,BASEHOSPITAL-KALMUNAI,7/6/2017,PACK,BIOLABOSAS,80025,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,ALT/GPT(IFCC.)SINGALVIAL20X10mL,5,19335.0522,96675.26,CON,BASEHOSPITAL-KALMUNAI,7/6/2017,PACK,BIOLABOSAS,80027,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,CHOLESTEROLCHOD-PAP2X100ML,5,10819.4783,54097.39,CON,BASEHOSPITAL-KALMUNAI,7/6/2017,PACK,BIOLABOSAS,80106,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,URICACID(URICASE)6X30ML,1,11050.4174,11050.42,CON,BASEHOSPITAL-KALMUNAI,7/6/2017,PACK,BIOLABOSAS,80351,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,TOTALBILIRUBIN(DMSO)2X200ML,4,26023.1217,104092.49,CON,BASEHOSPITAL-KALMUNAI,7/6/2017,PACK,BIOLABOSAS,80443,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,HDL-CHOLESTEROLDIRECTMETHOD200-250TEST,5,107421.9826,537109.91,CON,BASEHOSPITAL-KALMUNAI,7/6/2017,PACK,BIOLABOSAS,90206,COAGULATION,MED-REGION06,MED_JS,GVT
2017-2018,UREAU.V.KINETIC7X30ML,5,13390.7043,66953.52,CON,BASEHOSPITAL-KALMUNAI,7/6/2017,PACK,BIOLABOSAS,92032,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,ALKALINEPHOSPHATASE(OPTIMISEDGKC)8X30mL,4,17974.8783,71899.51,CON,BASEHOSPITAL-KALMUNAI,7/6/2017,PACK,BIOLABOSAS,92214,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,PRINTERPAPERROLLS110MM,10,148,1480,CON,BASEHOSPITAL-KALMUNAI,7/6/2017,PCS,THERMALPAPER(PVT)LTD.,CAT_00135,OTHER,MED-REGION06,MED_JS,GVT
2017-2018,CRP-immunoturbidimetrytest1x10ml+6x20ml,10,21900,219000,CON,BASEHOSPITAL-KALMUNAI,7/6/2017,PACK,BIOLABOSAS,CRP620E,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,TOTALPROTEINBIURETMETHODREADYTOUSE1X200,4,8191,32764,CON,BASEHOSPITAL-KALMUNAI,7/6/2017,PACK,BIOLABOSAS,LP87016,BIOCHEMISTRY,MED-REGION06,MED_JS,GVT
2017-2018,"FLUIDPACK,AVL9180/9181/GEMLYTE",8,27686.96,221495.68,CON,REGIONALDIRECTOROFHEALTHSERVICES-GAMPAHA,7/7/2017,PACK,DIAMONDDIAGNOSTICSINC.,AV-BP5186D,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,RFCONTROL5XLML,1,25051.46,25051.46,CON,NATIONALHOSPITALFORRESPIRATORYDISEASES-WELISARA,7/7/2017,PACK,THERMOELECTRONOY,981252,BIOCHEMISTRY,MED-REGION03,MED_SUD,GVT
2017-2018,K3EDTAFOR2.5MLINTESTTUBES13X75MM,3000,0,0,CON,BASEHOSPITAL-HOMAGAMA,7/12/2017,PCS,VACUTESTKIMAS.R.L.,185560,HEMATOLOGY,MED-REGION08,MED_SUD,GVT
2017-2018,BIOLABOCRPstandardsuperhigh1x1ml[Biolabo/France],1,0,0,CON,SRILANKAARMYHEADQUARTERS-COLOMBO,7/10/2017,PACK,BIOLABOSAS,CRP/CAL_SH1,BIOCHEMISTRY,MED-REGION03,MED_KR,GVT
2017-2018,BIOLABOCRPcontrolhigh1x1ml[Biolabo/France],2,0,0,CON,SRILANKAARMYHEADQUARTERS-COLOMBO,7/10/2017,PACK,BIOLABOSAS,CRP/CONT_H1,BIOCHEMISTRY,MED-REGION03,MED_KR,GVT
2017-2018,CRP-immunoturbidimetrytest1x10ml+6x20ml[Biolabo/France],2,25708,51416,CON,SRILANKAARMYHEADQUARTERS-COLOMBO,7/10/2017,PACK,BIOLABOSAS,CRP620E,BIOCHEMISTRY,MED-REGION03,MED_KR,GVT
2017-2018,CREATININE(KINETIC)2X125mL[Biolabo/France],32,3603,115296,CON,SRILANKAARMYHEADQUARTERS-COLOMBO,7/12/2017,PACK,BIOLABOSAS,80107,BIOCHEMISTRY,MED-REGION03,MED_KR,GVT
2017-2018,UREAU.V.KINETIC10X100ML[Biolabo/France],8,24580.8,196646.4,CON,SRILANKAARMYHEADQUARTERS-COLOMBO,7/12/2017,PACK,BIOLABOSAS,92132,BIOCHEMISTRY,MED-REGION03,MED_KR,GVT
2017-2018,"HAEMATOCRITTUBEHEPARINISED,100Nos100Nos",250,550,137500,CON,NATIONALHOSPITALOFSRILANKA,7/6/2017,PCS,INTERLABLABORATUARURUNLERISAN.TIC.A.S.,088.02.001,GENERALLABORATORY,MED-REGION10,MED_KDGH,GVT
2017-2018,POTASSIUMMICROVOLUMEELECTRODE,2,63511,127022,CON,NATIONALHOSPITALOFSRILANKA,7/7/2017,PCS,THERMOELECTRONOY,981593,BIOCHEMISTRY,MED-REGION10,MED_KDGH,GVT
2017-2018,WASHINGSOLUTION4.5%_4X20ML,4,6541,26164,CON,NATIONALHOSPITALOFSRILANKA,7/7/2017,PACK,THERMOELECTRONOY,984030,BIOCHEMISTRY,MED-REGION10,MED_KDGH,GVT
2017-2018,ISECALIBRATOR4X400ML,4,39012.7043,156050.82,CON,NATIONALHOSPITALOFSRILANKA,7/7/2017,PACK,THERMOELECTRONOY,984031,BIOCHEMISTRY,MED-REGION10,MED_KDGH,GVT
2017-2018,VIDASFT360TEST,2,31227.6,62455.2,CON,DEPUTYPROVINCIALDIRECTOROFHEALTHSERVICES-MONARAGALA,7/12/2017,PACK,BIOMERIEUXSA,30402,IMMUNOLOGY,MED-REGION06,MED_RC,GVT
2017-2018,VIDASFERRITINE60TEST,2,34297.36,68594.72,CON,DEPUTYPROVINCIALDIRECTOROFHEALTHSERVICES-MONARAGALA,7/12/2017,PACK,BIOMERIEUXSA,30411,IMMUNOLOGY,MED-REGION06,MED_RC,GVT
2017-2018,VIDASTSH360TEST,6,31227.6,187365.6,CON,DEPUTYPROVINCIALDIRECTOROFHEALTHSERVICES-MONARAGALA,7/12/2017,PACK,BIOMERIEUXSA,30441,IMMUNOLOGY,MED-REGION06,MED_RC,GVT
2017-2018,VIDASTROPONINIULTRA60TEST,2,56665,113330,CON,DEPUTYPROVINCIALDIRECTOROFHEALTHSERVICES-MONARAGALA,7/12/2017,PACK,BIOMERIEUXSA,30448,IMMUNOLOGY,MED-REGION06,MED_RC,GVT
2017-2018,VIDASFT460TEST(PREVIOUSCATNO-30401),2,31227.6,62455.2,CON,DEPUTYPROVINCIALDIRECTOROFHEALTHSERVICES-MONARAGALA,7/12/2017,PACK,BIOMERIEUXSA,30459,IMMUNOLOGY,MED-REGION06,MED_RC,GVT
2017-2018,SPAREHEPHARANIZEDTUBES100PC/BOTTLE,20,0,0,CON,DIVISIONOFBIOMEDICALENGINEERINGSERVICE,7/7/2017,PCS,GEMMYINDUSTRIALCORP.,500008,GENERALLABORATORY,MED-REGION03,MED_TS,GVT
2017-2018,SPAREGASKET,20,0,0,CON,DIVISIONOFBIOMEDICALENGINEERINGSERVICE,7/7/2017,PCS,GEMMYINDUSTRIALCORP.,GASKET,GENERALLABORATORY,MED-REGION03,MED_TS,GVT
2017-2018,HEMATOCRITCENTRIFUGEWITHLEDDIGITALTIMER,20,79500,1590000,INS,DIVISIONOFBIOMEDICALENGINEERINGSERVICE,7/7/2017,PCS,GEMMYINDUSTRIALCORP.,KHT-410E,GENERALLABORATORY,MED-REGION03,MED_TS,GVT
2017-2018,TUBESEALANT-ONEPC,20,0,0,CON,DIVISIONOFBIOMEDICALENGINEERINGSERVICE,7/7/2017,PCS,GEMMYINDUSTRIALCORP.,TUBE_SEALANT,GENERALLABORATORY,MED-REGION03,MED_TS,GVT
2017-2018,BACT/ALARTPF(100BOTTLES),1,52823,52823,CON,SRILANKANAVYHEADQUARTERS,7/12/2017,PACK,BIOMERIEUXSA,259794,MICROBIOLOGY,MED-REGION03,MED_KR,GVT
2017-2018,SPAREHEPHARANIZEDTUBES100PC/BOTTLE,4,0,0,CON,NATIONALHOSPITALOFSRILANKA,7/7/2017,PCS,GEMMYINDUSTRIALCORP.,500008,GENERALLABORATORY,MED-REGION10,MED_AM,GVT
2017-2018,SPAREGASKET,5,0,0,CON,NATIONALHOSPITALOFSRILANKA,7/7/2017,PCS,GEMMYINDUSTRIALCORP.,GASKET,GENERALLABORATORY,MED-REGION10,MED_AM,GVT
2017-2018,HEMATOCRITMACHINE(PCVMACHINE),4,87500,350000,INS,NATIONALHOSPITALOFSRILANKA,7/7/2017,PCS,GEMMYINDUSTRIALCORP.,KHT-410E,GENERALLABORATORY,MED-REGION10,MED_AM,GVT
2017-2018,TUBESEALANT-ONEPC,4,0,0,CON,NATIONALHOSPITALOFSRILANKA,7/7/2017,PCS,GEMMYINDUSTRIALCORP.,TUBE_SEALANT,GENERALLABORATORY,MED-REGION10,MED_AM,GVT
2017-2018,BACT/ALERTFA(100BOTTLES),1,47106.3391,47106.34,CON,TEACHINGHOSPITAL-COLOMBONORTH,7/11/2017,PACK,BIOMERIEUXSA,259791,MICROBIOLOGY,MED-REGION03,MED_KDGH,GVT
2017-2018,BACT/ALARTPF(100BOTTLES),2,52823,105646,CON,MEDICALRESEARCHINSTITUTE,7/12/2017,PACK,BIOMERIEUXSA,259794,MICROBIOLOGY,MED-REGION10,MED_KD,GVT
2017-2018,MINICAPHEMOGLOBIN(E),-2,73539.7967,-147079.59,CON,GENERALHOSPITAL-RATHNAPURA,7/6/2017,PCS,PARCTECHNOLOGIQUELEONARDDEVINCI(SEBIA),2207,BIOCHEMISTRY,MED-REGION02,MED_DK,GVT
2017-2018,MINICAPPROTEIN(E),-2,65054.085,-130108.17,CON,GENERALHOSPITAL-RATHNAPURA,7/6/2017,PCS,PARCTECHNOLOGIQUELEONARDDEVINCI(SEBIA),2203,BIOCHEMISTRY,MED-REGION02,MED_DK,GVT
2017-2018,REFELECTRODESOLUTION5ML,-2,3899,-7798,CON,TEACHINGHOSPITAL-PERADENIYA,7/12/2017,PCS,THERMOELECTRONOY,980314,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,REFERENCEELECTRODEKIT,-2,46701,-93402,CON,TEACHINGHOSPITAL-PERADENIYA,7/12/2017,PCS,THERMOELECTRONOY,980845,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,POTASSIUMMICROVOLUMEELECTRODE,-2,63511,-127022,CON,TEACHINGHOSPITAL-PERADENIYA,7/12/2017,PCS,THERMOELECTRONOY,981593,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,SODIUMMICROVOLUMEELECTRODE,-2,43005,-86010,CON,TEACHINGHOSPITAL-PERADENIYA,7/12/2017,PCS,THERMOELECTRONOY,981594,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,CRP-immunoturbidimetrytest1x10ml+6x20ml,-10,21900,-219000,CON,TEACHINGHOSPITAL-PERADENIYA,7/12/2017,PACK,BIOLABOSAS,CRP620E,BIOCHEMISTRY,MED-REGION04,MED_BM,GVT
2017-2018,MINICAPPROTEIN(E),-3,65322.97,-195968.91,CON,GENERALHOSPITAL-RATHNAPURA,7/6/2017,PCS,PARCTECHNOLOGIQUELEONARDDEVINCI(SEBIA),2203,BIOCHEMISTRY,MED-REGION02,MED_DK,GVT
2017-2018,MINICAPHBA1C,-4,71929.46,-287717.84,CON,GENERALHOSPITAL-RATHNAPURA,7/6/2017,PCS,PARCTECHNOLOGIQUELEONARDDEVINCI(SEBIA),2215,BIOCHEMISTRY,MED-REGION02,MED_DK,GVT
2017-2018,MICROHEPARINISE(GLASSTUBE)(FORPVC)100Nos,-5,1220,-6100,CON,TEACHINGHOSPITAL-COLOMBOSOUTH,7/12/2017,PCS,INTERLABLABORATUARURUNLERISAN.TIC.A.S.,088.02.001,GENERALLABORATORY,MED-REGION09,MED_BD,GVT
2017-2018,UREAU.V.KINETICHIGHLINEAARITY,-25,65263,-1631575,CON,TEACHINGHOSPITAL-ANURADHAPURA,7/12/2017,PACK,BIOLABOSAS,99132,BIOCHEMISTRY,MED-REGION05,MED_UJ,GVT
2017-2018,TRIGLYCERIDES(GPO)10*100ML,-14,94780.2,-1326922.8,CON,REGIONALDIRECTOROFHEALTHSERVICES-ANURADHAPURA,7/12/2017,PACK,BIOLABOSAS,87319,BIOCHEMISTRY,MED-REGION05,MED_UJ,GVT
2017-2018,BIOLABOEXATROL-N(NORMALLEVEL)10X5ML,-10,24035.21,-240352.1,CON,REGIONALDIRECTOROFHEALTHSERVICES-ANURADHAPURA,7/12/2017,PACK,BIOLABOSAS,95010,BIOCHEMISTRY,MED-REGION05,MED_UJ,GVT
2017-2018,BS-200REACTIONCUVEETTE1000PCS,-2,41697,-83394,CON,REGIONALDIRECTOROFHEALTHSERVICES-ANURADHAPURA,7/12/2017,PACK,BIOMEDICA(PVT)LTD,BA31-30-41635,BIOCHEMISTRY,MED-REGION05,MED_UJ,GVT
